"課程
Course","資訊
Infoormation","備註
note","通識
GE","選上機率
Probability","重設排序
Reset",系所 Department,課程 Course ID,教室大樓 Building,時間 Time,設課語言 Language,加簽 Extra Enrollment
"KEEN 510100
幼兒教育課程與教學研究
Curriculum and Instruction in Early Childhood Education","<人限 Limit / 新生保留 New Only>
25 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
25 / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
陳文玲	CHEN, WEN-LING
<教室 Room & 時間 Time>
Nanda南大N201	TaTbTc
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
16週課程
<限制 Limitation>
限幼教系在職專班專班
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
幼教系在職專班111P必修
",-,-,,KEEN,KEEN 510100,Nanda南大,TaTbTc,中文 ZH,O 接受 Allowed
"KEEN 510200
兒童發展研究
Advanced Studies in Child Development","<人限 Limit / 新生保留 New Only>
25 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
25 / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
陳湘淳	CHEN, HSIANG-CHUN
<教室 Room & 時間 Time>
Nanda南大N201	WaWbWc
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
16週課程
<限制 Limitation>
限幼教系在職專班專班
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
幼教系在職專班111P必修
",-,-,,KEEN,KEEN 510200,Nanda南大,WaWbWc,中文 ZH,O 接受 Allowed
"KEEN 510300
教育統計
Educational Statistics","<人限 Limit / 新生保留 New Only>
18 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
6 / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
孫良誠	SUN, LIANG-CHEN
<教室 Room & 時間 Time>
Nanda南大N207	TaTbTc
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
16 週課程
<限制 Limitation>
限幼教系在職專班專班
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
幼教系在職專班111P必修
",-,-,,KEEN,KEEN 510300,Nanda南大,TaTbTc,中文 ZH,O 接受 Allowed
"KEEN 600100
論文研討
Seminar on Thesis","<人限 Limit / 新生保留 New Only>
- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
- / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
指導教授	
<教室 Room & 時間 Time>
Nanda南大N207	TaTbTc
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
請自行洽指導教授
<限制 Limitation>
限幼教系在職專班專班
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
幼教系在職專班111P選修
",-,-,,KEEN,KEEN 600100,Nanda南大,TaTbTc,中文 ZH,O 接受 Allowed
"KEEN 601000
幼兒田野研究
Field Work Research with Young Children","<人限 Limit / 新生保留 New Only>
25 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
12 / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
謝明芳	HSIEH, MING-FANG
<教室 Room & 時間 Time>
Nanda南大N201	MaMbMc
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
16 週課程；碩專一、碩專二合開
<限制 Limitation>
限幼教系在職專班專班
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
幼教系在職專班111P選修
",-,-,,KEEN,KEEN 601000,Nanda南大,MaMbMc,中文 ZH,O 接受 Allowed
"KEEN 601800
幼兒語言發展專題研究
Language Development of Young Children","<人限 Limit / 新生保留 New Only>
25 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
15 / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
張菀真	CHANG, WAN-CHEN
<教室 Room & 時間 Time>
Nanda南大N201	RaRbRc
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
16 週課程；碩專一、碩專二合開
<限制 Limitation>
限幼教系在職專班專班
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
幼教系在職專班111P選修
",-,-,,KEEN,KEEN 601800,Nanda南大,RaRbRc,中文 ZH,O 接受 Allowed
"KEL 143000
戶外探索教學
Instruction of Outdoor Adventure","<人限 Limit / 新生保留 New Only>
20 / 20
<剩餘名額 Spots AVL / 待亂數 Pending>
20 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
成虹飛	CHERNG, HORN-FAY
<教室 Room & 時間 Time>
Nanda南大N202	F5F6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>
(跨領域)華德福教育學分學程
<必選修 Required or Elective>
教科系111B選修
",-,-,,KEL,KEL 143000,Nanda南大,F5F6,中文 ZH,O 接受 Allowed
"KEL 150000
學習科技概論
Introduction to Learning Technology","<人限 Limit / 新生保留 New Only>
48 / 45
<剩餘名額 Spots AVL / 待亂數 Pending>
45 / -
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
王淳民	WANG, CHUN-MIN
<教室 Room & 時間 Time>
Nanda南大N202	T3T4R3R4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
本課程上150分鐘，其餘時間由教授視情形彈性運用
<限制 Limitation>
教科系大學部1年級優先，第3次選課起開放全校修習
<擋修 Prerequisite>

<專長 Speciality>
教育與學習科技(二)/教育與學習科技(一)
<學程 Program>

<必選修 Required or Elective>
教科系111B必修
",-,-,,KEL,KEL 150000,Nanda南大,T3T4R3R4,英文 EN,O 接受 Allowed
"KEL 160000
教育概論
Foundation of Education","<人限 Limit / 新生保留 New Only>
48 / 45
<剩餘名額 Spots AVL / 待亂數 Pending>
45 / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
楊慧琪	YANG, HUEI-CHI
<教室 Room & 時間 Time>
Nanda南大2204	M7M8M9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>
教科系大學部1年級優先，第3次選課起開放全校修習
<擋修 Prerequisite>

<專長 Speciality>
教育與學習科技(二)/教育與學習科技(一)
<學程 Program>
(跨領域)教育知能學分學程
<必選修 Required or Elective>
教科系111B必修
",-,-,,KEL,KEL 160000,Nanda南大,M7M8M9,中文 ZH,O 接受 Allowed
"KEL 180100
數學
Mathematics","<人限 Limit / 新生保留 New Only>
50 / 45
<剩餘名額 Spots AVL / 待亂數 Pending>
48 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
林勇吉	LIN, YUNG-CHI
<教室 Room & 時間 Time>
Nanda南大9313	F3F4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
師資生必選，國民小學數學教材教法先修課程
<限制 Limitation>
教科系1年級優先，第3次選課起開放全校修習
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
教科系111B選修
",-,-,,KEL,KEL 180100,Nanda南大,F3F4,中文 ZH,O 接受 Allowed
"KEL 182000
英語
English","<人限 Limit / 新生保留 New Only>
48 / 45
<剩餘名額 Spots AVL / 待亂數 Pending>
45 / -
<學分數 Credit unit>
2
<授課語言 Language>
英文 EN
<教師 Instructor>
余立棠	YU, LI-TANG
<教室 Room & 時間 Time>
Nanda南大N204	W5W6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
108學年度以後取得師資生資格者必選，Teacher's Education program, Teaching children English, (activity
<限制 Limitation>
教科系大學部1年級優先，第3次選課起開放全校修習
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
教科系111B選修
",-,-,,KEL,KEL 182000,Nanda南大,W5W6,英文 EN,O 接受 Allowed
"KEL 210000
教學原理
Teaching Principles","<人限 Limit / 新生保留 New Only>
45 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
陳美如	CHEN, MEI-JU
<教室 Room & 時間 Time>
Nanda南大N202	T5T6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>
限教科系大學部2年級
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>
(跨領域)教育知能學分學程
<必選修 Required or Elective>
教科系110B必修
",-,-,,KEL,KEL 210000,Nanda南大,T5T6,中文 ZH,O 接受 Allowed
"KEL 210100
教育史
History of Education","<人限 Limit / 新生保留 New Only>
45 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
彭煥勝	PENG, HUAN-SHENG
<教室 Room & 時間 Time>
Nanda南大N204	R7R8R9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>
教科系大學部2年級優先，第3次選課起開放全校修習
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
教科系110B必修
",-,-,,KEL,KEL 210100,Nanda南大,R7R8R9,中文 ZH,O 接受 Allowed
"KEL 222000
兒童發展與輔導
Child Development and Guidance","<人限 Limit / 新生保留 New Only>
46 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
18 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
彭志業	PENG, CHIH-YEH
<教室 Room & 時間 Time>
Nanda南大1405	R3R4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
教科系110B選修
",-,-,,KEL,KEL 222000,Nanda南大,R3R4,中文 ZH,O 接受 Allowed
"KEL 223000
輔導原理與實務
Principle and Practice of Guidance","<人限 Limit / 新生保留 New Only>
48 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
20 / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
張惟亮	CHANG, WEI-LIANG
<教室 Room & 時間 Time>
Nanda南大N202	M2M3M4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>
(跨領域)教育知能學分學程
<必選修 Required or Elective>
教科系110B選修
",-,-,,KEL,KEL 223000,Nanda南大,M2M3M4,中文 ZH,O 接受 Allowed
"KEL 230000
學校行政
School Administration","<人限 Limit / 新生保留 New Only>
48 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
30 / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
童鳳嬌	TUNG, FENG-CHIAO
林志成	LIN, CHIH-CHENG
<教室 Room & 時間 Time>
Nanda南大N204	T7T8T9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
教科系110B選修
",-,-,,KEL,KEL 230000,Nanda南大,T7T8T9,中文 ZH,O 接受 Allowed
"KEL 255000
3D動畫設計與製作
3D Animation Design and Development","<人限 Limit / 新生保留 New Only>
35 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
1 / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
吳佳芳	WU, CHIA-FANG
邱富源	CHIU, FU-YUAN
<教室 Room & 時間 Time>
Nanda南大N315	W2W3W4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
教科系110B選修
",-,-,,KEL,KEL 255000,Nanda南大,W2W3W4,中文 ZH,O 接受 Allowed
"KEL 271100
教育統計學
Educational Statistics","<人限 Limit / 新生保留 New Only>
45 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
李元萱	LEE, YUAN-HSUAN
<教室 Room & 時間 Time>
Nanda南大N315	W2W3W4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
上課教室:南大電腦教室
<限制 Limitation>
限教科系大學部2年級
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>
(跨領域)神經科學學分學程
<必選修 Required or Elective>
教科系110B必修
",-,-,,KEL,KEL 271100,Nanda南大,W2W3W4,中文 ZH,O 接受 Allowed
"KEL 280000
特殊教育導論
Introduction to Special Education","<人限 Limit / 新生保留 New Only>
48 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
36 / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
李翠玲	LEE, TSUEY-LING
<教室 Room & 時間 Time>
Nanda南大N202	T7T8T9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
教科系110B選修
",-,-,,KEL,KEL 280000,Nanda南大,T7T8T9,中文 ZH,O 接受 Allowed
"KEL 284000
視覺藝術
Visual Arts","<人限 Limit / 新生保留 New Only>
50 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
29 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
葉俊顯	YEH,CHUN-HSIEN
<教室 Room & 時間 Time>
Nanda南大9122	T3T4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
教科系110B選修
",-,-,,KEL,KEL 284000,Nanda南大,T3T4,中文 ZH,O 接受 Allowed
"KEL 313000
多元文化教育
Multicultural Education","<人限 Limit / 新生保留 New Only>
50 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
40 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
蘇永明	SHU, YUNG-MING
李孟翰	LI, MENG-HAN
<教室 Room & 時間 Time>
Nanda南大1411	W3W4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>
(跨領域)教育知能學分學程
<必選修 Required or Elective>
教科系109B選修
",-,-,,KEL,KEL 313000,Nanda南大,W3W4,中文 ZH,O 接受 Allowed
"KEL 330000
行政法
Administrative Law","<人限 Limit / 新生保留 New Only>
48 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
32 / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
宋峻杰	SUNG, CHUN-CHIEH
<教室 Room & 時間 Time>
Nanda南大N204	W7W8W9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
教科系109B選修
",-,-,,KEL,KEL 330000,Nanda南大,W7W8W9,中文 ZH,O 接受 Allowed
"KEL 332000
教育評鑑
Educational Evaluation","<人限 Limit / 新生保留 New Only>
35 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
30 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
聘任中	
<教室 Room & 時間 Time>
Nanda南大N317	R7R8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
授課教師:蔡孟育
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
教科系109B選修
",-,-,,KEL,KEL 332000,Nanda南大,R7R8,中文 ZH,O 接受 Allowed
"KEL 340000
課程發展與設計
Theory and Practice of Curriculum Development & Design","<人限 Limit / 新生保留 New Only>
43 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
詹惠雪	CHAN, HUI-HSUEH
<教室 Room & 時間 Time>
Nanda南大N204	T3T4R3R4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
本課程上150分鐘，其餘時間由教授視情形彈性運用
<限制 Limitation>
限教科系大學部3年級
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>
(跨領域)教育知能學分學程
<必選修 Required or Elective>
教科系109B必修
",-,-,,KEL,KEL 340000,Nanda南大,T3T4R3R4,中文 ZH,O 接受 Allowed
"KEL 341100
兒童數學概念發展
Children's Development in Mathematical Concepts","<人限 Limit / 新生保留 New Only>
50 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
35 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
許慧玉	HSU, HUI-YU
<教室 Room & 時間 Time>
Nanda南大9313	R5R6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
教科系109B選修
",-,-,,KEL,KEL 341100,Nanda南大,R5R6,中文 ZH,O 接受 Allowed
"KEL 342000
教學技巧與策略
Instructional Techniques and Strategies","<人限 Limit / 新生保留 New Only>
48 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
40 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
林昭仁	LIN, CHAO-JEN
<教室 Room & 時間 Time>
Nanda南大N202	F3F4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
教科系109B選修
",-,-,,KEL,KEL 342000,Nanda南大,F3F4,中文 ZH,O 接受 Allowed
"KEL 355100
遊戲化教學設計專題
Special Study on Gamification","<人限 Limit / 新生保留 New Only>
35 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
30 / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
張財銘	CHAG, TSAI-MING
邱富源	CHIU, FU-YUAN
<教室 Room & 時間 Time>
Nanda南大N315	T5T6T7
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
教科系109B選修
",-,-,,KEL,KEL 355100,Nanda南大,T5T6T7,中文 ZH,O 接受 Allowed
